source	target	type
F2RL3	PIK3R5	association
FABP1	NCOR1	physical-association
FABP1	NFYB	association
FABP1	RXRA	physical-association
FABP1	SIN3A	physical-association
FABP1	SP1	association
FABP4	NCOR1	physical-association
FABP4	PPARG	physical-association
FABP4	RXRA	physical-association
FABP6	RXRA	association
FADD	IKBKB	physical-association
FADD	IKBKG	physical-association
FADD	TNF	association
FADD	TNFRSF1A	association
FADD	TRADD	physical-association
FADD	VIM	association
FADS1	NCOR1	association
FADS1	RXRA	association
FADS1	SIN3A	association
FAM13A	RHOA	physical-association
FAM13A	SOS1	association
FAM13B	RHOA	physical-association
FAM13B	SOS1	association
FARP2	NRP1	physical-association
FARP2	RAC1	physical-association
FARP2	TLN1	physical-association
FAS	TRADD	association
FAS	VIM	association
FASLG	TRADD	association
FASLG	VIM	association
FASN	NFYB	association
FASN	SP1	association
FBN1	ITGA5	physical-association
FBN1	ITGB1	physical-association
FBN1	ITGB3	physical-association
FBN1	MMP3	physical-association
FBN1	MMP9	physical-association
FBN2	ITGA5	association
FBN2	ITGB1	association
FBN2	ITGB3	association
FBN2	MMP9	physical-association
FBXL3	PER2	association
FBXO2	RBX1	physical-association
FBXO3	RBX1	physical-association
FBXO4	RBX1	physical-association
FBXO5	PSMC1	association
FBXO6	RBX1	physical-association
FBXW11	IKBKB	association
FBXW11	IKBKG	association
FBXW11	NFKB1	physical-association
FBXW11	NFKBIA	physical-association
FBXW11	RBX1	physical-association
FBXW11	REL	physical-association
FBXW7	NOTCH1	physical-association
FBXW7	RBX1	physical-association
FBXW7	SNW1	association
FBXW8	RBX1	physical-association
FCER1A	FCGR1A	association
FCER1A	GAB2	physical-association
FCER1A	GRB2	physical-association
FCER1A	LYN	physical-association
FCER1A	PIK3CA	association
FCER1A	PIK3R2	association
FCER1A	PLCG1	physical-association
FCER1A	SHC1	physical-association
FCER1A	SOS1	physical-association
FCER1A	SYK	physical-association
FCER1G	FCGR1A	association
FCER1G	GAB2	physical-association
FCER1G	GRB2	physical-association
FCER1G	LCK	association
FCER1G	LYN	physical-association
FCER1G	PIK3CA	association
FCER1G	PIK3R2	association
FCER1G	PIK3R5	association
FCER1G	PLCG1	physical-association
FCER1G	SHC1	physical-association
FCER1G	SOS1	physical-association
FCER1G	SYK	physical-association
FCGR1A	FGR	association
FCGR1A	FYN	association
FCGR1A	GRB2	association
FCGR1A	HCK	association
FCGR1A	IGHE	association
FCGR1A	IGHG1	physical-association
FCGR1A	IGHG2	physical-association
FCGR1A	IGHG3	physical-association
FCGR1A	IGHG4	physical-association
FCGR1A	IGHV	physical-association
FCGR1A	IGHV1-46	physical-association
FCGR1A	IGHV3-23	physical-association
FCGR1A	IGHV7-81	physical-association
FCGR1A	IGKC	physical-association
FCGR1A	IGKV1-39	physical-association
FCGR1A	IGKV1-5	physical-association
FCGR1A	IGKV1D-16	physical-association
FCGR1A	IGKV2-30	physical-association
FCGR1A	IGKV3-11	physical-association
FCGR1A	IGKV3-15	physical-association
FCGR1A	IGKV3-20	physical-association
FCGR1A	IGKV3-7	physical-association
FCGR1A	IGKV4-1	physical-association
FCGR1A	IGKV5-2	physical-association
FCGR1A	IGKVA18	physical-association
FCGR1A	IGLC1	physical-association
FCGR1A	IGLC2	physical-association
FCGR1A	IGLC3	physical-association
FCGR1A	IGLC6	physical-association
FCGR1A	IGLC7	physical-association
FCGR1A	IGLV	physical-association
FCGR1A	IGLV1-36	physical-association
FCGR1A	IGLV1-40	physical-association
FCGR1A	IGLV1-44	physical-association
FCGR1A	IGLV1-51	physical-association
FCGR1A	IGLV10-54	physical-association
FCGR1A	IGLV11-55	physical-association
FCGR1A	IGLV2-11	physical-association
FCGR1A	IGLV2-18	physical-association
FCGR1A	IGLV2-23	physical-association
FCGR1A	IGLV2-33	physical-association
FCGR1A	IGLV3-12	physical-association
FCGR1A	IGLV3-16	physical-association
FCGR1A	IGLV3-22	physical-association
FCGR1A	IGLV3-25	physical-association
FCGR1A	IGLV3-27	physical-association
FCGR1A	IGLV4-3	physical-association
FCGR1A	IGLV4-60	physical-association
FCGR1A	IGLV4-69	physical-association
FCGR1A	IGLV5-37	physical-association
FCGR1A	IGLV5-45	physical-association
FCGR1A	IGLV7-43	physical-association
FCGR1A	IGLV7-46	physical-association
FCGR1A	IGLV8-61	physical-association
FCGR1A	LYN	association
FCGR1A	MS4A2	association
FCGR1A	MYO10	association
FCGR1A	NCK1	association
FCGR1A	NCKAP1	association
FCGR1A	NCKIPSD	association
FCGR1A	PAK1	association
FCGR1A	PIK3CA	physical-association
FCGR1A	PIK3CB	physical-association
FCGR1A	PIK3R1	physical-association
FCGR1A	PIK3R2	physical-association
FCGR1A	PLCG1	physical-association
FCGR1A	PLCG2	physical-association
FCGR1A	RAC1	physical-association
FCGR1A	SPI1	association
FCGR1A	SRC	association
FCGR1A	STAT1	association
FCGR1A	SYK	physical-association
FCGR1A	VAV1	physical-association
FCGR1A	VAV2	physical-association
FCGR1A	VAV3	physical-association
FCGR1A	WAS	association
FCGR1A	WASF2	association
FCGR1A	WASL	association
FCGR1A	WIPF1	association
FCGR1A	WIPF2	association
FCGR1A	WIPF3	association
FCGR1A	YES1	association
FCGR1B	STAT1	association
FCGR2A	GRB2	association
FCGR2A	LYN	association
FCGR2A	PIK3CA	physical-association
FCGR2A	PIK3R2	physical-association
FCGR2A	PLCG1	physical-association
FCGR2A	RAC1	physical-association
FCGR2A	SRC	association
FCGR2A	SYK	physical-association
FCGR3A	GRB2	association
FCGR3A	LYN	association
FCGR3A	PIK3CA	physical-association
FCGR3A	PIK3R2	physical-association
FCGR3A	PLCG1	physical-association
FCGR3A	RAC1	physical-association
FCGR3A	SRC	association
FCGR3A	SYK	physical-association
FDFT1	FDPS	association
FDFT1	NCOR1	association
FDFT1	NFYB	association
FDFT1	RXRA	association
FDFT1	SIN3A	association
FDFT1	SP1	association
FDPS	IDI1	association
FDPS	IDI2	association
FDPS	NFYA	association
FDPS	NFYB	association
FDPS	NFYC	association
FDPS	RRAS2	association
FDPS	SREBF1	association
FDPS	SREBF2	association
FEN1	PCNA	physical-association
FEN1	POLD3	physical-association
FER	KIT	physical-association
FES	HSP90AA1	association
FES	KIT	physical-association
FES	MET	association
FES	NRP1	physical-association
FES	RAC1	physical-association
FFAR1	PIK3CA	association
FFAR1	PIK3R5	association
FFAR2	PIK3CA	association
FFAR2	PIK3R5	association
FFAR3	PIK3CA	association
FFAR3	PIK3R5	association
FGA	GRB2	physical-association
FGA	ITGB3	physical-association
FGA	PLAT	association
FGA	PTK2	physical-association
FGA	RAP1A	physical-association
FGA	SOS1	physical-association
FGA	SRC	physical-association
FGA	SYK	physical-association
FGA	TLN1	physical-association
FGB	GRB2	physical-association
FGB	ITGB3	physical-association
FGB	PLAT	association
FGB	PTK2	physical-association
FGB	RAP1A	physical-association
FGB	SOS1	physical-association
FGB	SRC	physical-association
FGB	SYK	physical-association
FGB	TLN1	physical-association
FGD1	PIK3R2	association
FGD1	RAC1	physical-association
FGD1	RALBP1	association
FGD1	RHOA	physical-association
FGD1	ROCK1	association
FGD2	PIK3R2	association
FGD2	RAC1	physical-association
FGD2	RALBP1	association
FGD2	RHOA	physical-association
FGD2	ROCK1	association
FGD3	PIK3R2	association
FGD3	RAC1	physical-association
FGD3	RALBP1	association
FGD3	RHOA	physical-association
FGD3	ROCK1	association
FGD4	PIK3R2	association
FGD4	RAC1	physical-association
FGD4	RALBP1	association
FGD4	RHOA	physical-association
FGD4	ROCK1	association
FGF1	FGFR3	physical-association
FGF1	GAB1	physical-association
FGF1	GRB2	physical-association
FGF1	HRAS	physical-association
FGF1	KRAS	physical-association
FGF1	MAPK1	physical-association
FGF1	NRAS	physical-association
FGF1	PDPK1	association
FGF1	PIK3CA	physical-association
FGF1	PIK3R2	physical-association
FGF1	PLCG1	physical-association
FGF1	PTPN11	physical-association
FGF1	SHC1	physical-association
FGF1	SOS1	physical-association
FGF10	FGFR3	association
FGF10	GAB1	physical-association
FGF10	GRB2	physical-association
FGF10	HRAS	physical-association
FGF10	KRAS	physical-association
FGF10	MAPK1	physical-association
FGF10	NRAS	physical-association
FGF10	PDPK1	association
FGF10	PIK3CA	physical-association
FGF10	PIK3R2	physical-association
FGF10	PLCG1	physical-association
FGF10	PTPN11	physical-association
FGF10	SHC1	physical-association
FGF10	SOS1	physical-association
FGF16	FGFR3	physical-association
FGF16	GAB1	physical-association
FGF16	GRB2	physical-association
FGF16	HRAS	physical-association
FGF16	KRAS	physical-association
FGF16	MAPK1	physical-association
FGF16	NRAS	physical-association
FGF16	PDPK1	association
FGF16	PIK3CA	physical-association
FGF16	PIK3R2	physical-association
FGF16	PLCG1	physical-association
FGF16	PTPN11	physical-association
FGF16	SHC1	physical-association
FGF16	SOS1	physical-association
FGF17	FGFR3	physical-association
FGF17	GAB1	physical-association
FGF17	GRB2	physical-association
FGF17	HRAS	physical-association
FGF17	KRAS	physical-association
FGF17	MAPK1	physical-association
FGF17	NRAS	physical-association
FGF17	PDPK1	association
FGF17	PIK3CA	physical-association
FGF17	PIK3R2	physical-association
FGF17	PLCG1	physical-association
FGF17	PTPN11	physical-association
FGF17	SHC1	physical-association
FGF17	SOS1	physical-association
FGF18	FGFR3	physical-association
FGF18	GAB1	physical-association
FGF18	GRB2	physical-association
FGF18	HRAS	physical-association
FGF18	KRAS	physical-association
FGF18	MAPK1	physical-association
FGF18	NRAS	physical-association
FGF18	PDPK1	association
FGF18	PIK3CA	physical-association
FGF18	PIK3R2	physical-association
FGF18	PLCG1	physical-association
FGF18	PTPN11	physical-association
FGF18	SHC1	physical-association
FGF18	SOS1	physical-association
FGF19	FGFR3	association
FGF19	GAB1	physical-association
FGF19	GRB2	physical-association
FGF19	HRAS	physical-association
FGF19	KRAS	physical-association
FGF19	MAPK1	physical-association
FGF19	NRAS	physical-association
FGF19	PDPK1	association
FGF19	PIK3CA	physical-association
FGF19	PIK3R2	physical-association
FGF19	PLCG1	physical-association
FGF19	PTPN11	physical-association
FGF19	SHC1	physical-association
FGF19	SOS1	physical-association
FGF2	FGFR3	physical-association
FGF2	GAB1	physical-association
FGF2	GRB2	physical-association
FGF2	HRAS	physical-association
FGF2	KRAS	physical-association
FGF2	MAPK1	physical-association
FGF2	NRAS	physical-association
FGF2	PDPK1	association
FGF2	PIK3CA	physical-association
FGF2	PIK3R2	physical-association
FGF2	PLCG1	physical-association
FGF2	PTPN11	physical-association
FGF2	SHC1	physical-association
FGF2	SOS1	physical-association
FGF20	FGFR3	physical-association
FGF20	GAB1	physical-association
FGF20	GRB2	physical-association
FGF20	HRAS	physical-association
FGF20	KRAS	physical-association
FGF20	MAPK1	physical-association
FGF20	NRAS	physical-association
FGF20	PDPK1	association
FGF20	PIK3CA	physical-association
FGF20	PIK3R2	physical-association
FGF20	PLCG1	physical-association
FGF20	PTPN11	physical-association
FGF20	SHC1	physical-association
FGF20	SOS1	physical-association
FGF22	FGFR3	association
FGF22	GAB1	physical-association
FGF22	GRB2	physical-association
FGF22	HRAS	physical-association
FGF22	KRAS	physical-association
FGF22	MAPK1	physical-association
FGF22	NRAS	physical-association
FGF22	PDPK1	association
FGF22	PIK3CA	physical-association
FGF22	PIK3R2	physical-association
FGF22	PLCG1	physical-association
FGF22	PTPN11	physical-association
FGF22	SHC1	physical-association
FGF22	SOS1	physical-association
FGF23	FGFR3	physical-association
FGF23	GAB1	physical-association
FGF23	GRB2	physical-association
FGF23	HRAS	physical-association
FGF23	KRAS	physical-association
FGF23	MAPK1	physical-association
FGF23	NRAS	physical-association
FGF23	PDPK1	association
FGF23	PIK3CA	physical-association
FGF23	PIK3R2	physical-association
FGF23	PLCG1	physical-association
FGF23	PTPN11	physical-association
FGF23	SHC1	physical-association
FGF23	SOS1	physical-association
FGF3	FGFR3	association
FGF3	GAB1	physical-association
FGF3	GRB2	physical-association
FGF3	HRAS	physical-association
FGF3	KRAS	physical-association
FGF3	MAPK1	physical-association
FGF3	NRAS	physical-association
FGF3	PDPK1	association
FGF3	PIK3CA	physical-association
FGF3	PIK3R2	physical-association
FGF3	PLCG1	physical-association
FGF3	PTPN11	physical-association
FGF3	SHC1	physical-association
FGF3	SOS1	physical-association
FGF4	FGFR3	physical-association
FGF4	GAB1	physical-association
FGF4	GRB2	physical-association
FGF4	HRAS	physical-association
FGF4	KRAS	physical-association
FGF4	MAPK1	physical-association
FGF4	NRAS	physical-association
FGF4	PDPK1	association
FGF4	PIK3CA	physical-association
FGF4	PIK3R2	physical-association
FGF4	PLCG1	physical-association
FGF4	PTPN11	physical-association
FGF4	SHC1	physical-association
FGF4	SOS1	physical-association
FGF5	FGFR3	physical-association
FGF5	GAB1	physical-association
FGF5	GRB2	physical-association
FGF5	HRAS	physical-association
FGF5	KRAS	physical-association
FGF5	MAPK1	physical-association
FGF5	NRAS	physical-association
FGF5	PDPK1	association
FGF5	PIK3CA	physical-association
FGF5	PIK3R2	physical-association
FGF5	PLCG1	physical-association
FGF5	PTPN11	physical-association
FGF5	SHC1	physical-association
FGF5	SOS1	physical-association
FGF6	FGFR3	association
FGF6	GAB1	physical-association
FGF6	GRB2	physical-association
FGF6	HRAS	physical-association
FGF6	KRAS	physical-association
FGF6	MAPK1	physical-association
FGF6	NRAS	physical-association
FGF6	PDPK1	association
FGF6	PIK3CA	physical-association
FGF6	PIK3R2	physical-association
FGF6	PLCG1	physical-association
FGF6	PTPN11	physical-association
FGF6	SHC1	physical-association
FGF6	SOS1	physical-association
FGF7	FGFR3	association
FGF7	GAB1	physical-association
FGF7	GRB2	physical-association
FGF7	HRAS	physical-association
FGF7	KRAS	physical-association
FGF7	MAPK1	physical-association
FGF7	NRAS	physical-association
FGF7	PDPK1	association
FGF7	PIK3CA	physical-association
FGF7	PIK3R2	physical-association
FGF7	PLCG1	physical-association
FGF7	PTPN11	physical-association
FGF7	SHC1	physical-association
FGF7	SOS1	physical-association
FGF8	FGFR3	physical-association
FGF8	GAB1	physical-association
FGF8	GRB2	physical-association
FGF8	HRAS	physical-association
FGF8	KRAS	physical-association
FGF8	MAPK1	physical-association
FGF8	NRAS	physical-association
FGF8	PDPK1	association
FGF8	PIK3CA	physical-association
FGF8	PIK3R2	physical-association
FGF8	PLCG1	physical-association
FGF8	PTPN11	physical-association
FGF8	SHC1	physical-association
FGF8	SOS1	physical-association
FGF9	FGFR3	physical-association
FGF9	GAB1	physical-association
FGF9	GRB2	physical-association
FGF9	HRAS	physical-association
FGF9	KRAS	physical-association
FGF9	MAPK1	physical-association
FGF9	NRAS	physical-association
FGF9	PDPK1	association
FGF9	PIK3CA	physical-association
FGF9	PIK3R2	physical-association
FGF9	PLCG1	physical-association
FGF9	PTPN11	physical-association
FGF9	SHC1	physical-association
FGF9	SOS1	physical-association
FGFR1	FGFR3	association
FGFR1	GAB1	physical-association
FGFR1	GRB2	physical-association
FGFR1	HRAS	physical-association
FGFR1	KRAS	physical-association
FGFR1	MAPK1	physical-association
FGFR1	NRAS	physical-association
FGFR1	PDPK1	association
FGFR1	PIK3CA	physical-association
FGFR1	PIK3R2	physical-association
FGFR1	PLCG1	physical-association
FGFR1	PTPN11	physical-association
FGFR1	SHC1	physical-association
FGFR1	SOS1	physical-association
FGFR1OP	HSP90AA1	physical-association
FGFR1OP	PIK3CA	physical-association
FGFR1OP	PLCG1	physical-association
FGFR1OP	PRKACA	physical-association
FGFR1OP	STAT1	physical-association
FGFR1OP	STAT3	physical-association
FGFR1OP	STAT5A	association
FGFR1OP	YWHAE	physical-association
FGFR1OP2	PIK3CA	physical-association
FGFR1OP2	PLCG1	physical-association
FGFR1OP2	STAT1	association
FGFR1OP2	STAT3	association
FGFR1OP2	STAT5A	physical-association
FGFR2	FGFR3	association
FGFR2	GAB1	physical-association
FGFR2	GRB2	physical-association
FGFR2	HRAS	physical-association
FGFR2	KRAS	physical-association
FGFR2	MAPK1	physical-association
FGFR2	NRAS	physical-association
FGFR2	PDPK1	association
FGFR2	PIK3CA	physical-association
FGFR2	PIK3R2	physical-association
FGFR2	PLCG1	physical-association
FGFR2	PTPN11	physical-association
FGFR2	SHC1	physical-association
FGFR2	SOS1	physical-association
FGFR3	FGFR4	association
FGFR3	FRS2	physical-association
FGFR3	FRS3	physical-association
FGFR3	GAB1	physical-association
FGFR3	GRB2	physical-association
FGFR3	HRAS	physical-association
FGFR3	KL	association
FGFR3	KLB	association
FGFR3	KRAS	physical-association
FGFR3	MAPK1	physical-association
FGFR3	MAPK3	physical-association
FGFR3	MIR100	association
FGFR3	MIR101-1	association
FGFR3	MIR103B1	association
FGFR3	MIR10A	association
FGFR3	MIR125A	association
FGFR3	MIR145	association
FGFR3	MIR195	association
FGFR3	MIR23A	association
FGFR3	MIR29A	association
FGFR3	MIR99A	association
FGFR3	NANOG	association
FGFR3	NRAS	physical-association
FGFR3	PDPK1	association
FGFR3	PIK3CA	physical-association
FGFR3	PIK3CB	physical-association
FGFR3	PIK3R1	physical-association
FGFR3	PIK3R2	physical-association
FGFR3	PLCG1	physical-association
FGFR3	POU5F1	association
FGFR3	PTPN11	physical-association
FGFR3	RPS27A	physical-association
FGFR3	SHC1	physical-association
FGFR3	SOS1	physical-association
FGFR3	SOX2	association
FGFR3	THEM4	association
FGFR3	TRIB3	association
FGFR3	UBA52	physical-association
FGFR3	UBB	physical-association
FGFR3	UBC	physical-association
FGFR4	GAB1	physical-association
FGFR4	GRB2	physical-association
FGFR4	HRAS	physical-association
FGFR4	KRAS	physical-association
FGFR4	MAPK1	physical-association
FGFR4	NRAS	physical-association
FGFR4	PDPK1	association
FGFR4	PIK3CA	physical-association
FGFR4	PIK3R2	physical-association
FGFR4	PLCG1	physical-association
FGFR4	PTPN11	physical-association
FGFR4	SHC1	physical-association
FGFR4	SOS1	physical-association
FGG	GRB2	physical-association
FGG	ITGB3	physical-association
FGG	PLAT	association
FGG	PTK2	physical-association
FGG	RAP1A	physical-association
FGG	SOS1	physical-association
FGG	SRC	physical-association
FGG	SYK	physical-association
FGG	TLN1	physical-association
FGR	SYK	association
FH	MDH2	association
FH	SDHA	association
FH	SDHB	association
FH	SDHC	association
FH	SDHD	association
FHL2	NCOR1	association
FHL2	RXRA	association
FHL2	SIN3A	association
FIG4	VAC14	physical-association
FKBP1A	NFATC1	association
FKBP1A	PPP3CA	association
FKBP1A	RHOA	physical-association
FKBP1A	TGFB1	physical-association
FKBP1A	TGFBR1	physical-association
FKBP1A	TGFBR2	physical-association
FKBP4	HSP90AA1	physical-association
FKBP6	UBE2I	physical-association
FLT1	NRP2	physical-association
FLT1	PGF	physical-association
FLT1	VEGFA	physical-association
FLT1	VEGFB	physical-association
FLT3	GRB2	association
FLT3	PIK3R5	association
FLT3	SPI1	association
FLT3	STAT3	association
FMOD	TGFB1	physical-association
FMOD	TGFB2	physical-association
FN1	GRB2	physical-association
FN1	ITGA5	physical-association
FN1	ITGB1	physical-association
FN1	ITGB3	physical-association
FN1	MMP1	physical-association
FN1	MMP3	physical-association
FN1	PTK2	physical-association
FN1	RAP1A	physical-association
FN1	SOS1	physical-association
FN1	SRC	physical-association
FN1	SYK	physical-association
FN1	TLN1	physical-association
FN1	TNC	physical-association
FNTA	XIAP	association
FOS	IGFBP7	association
FOS	IL1A	association
FOS	JUN	physical-association
FOS	KDM6B	association
FOS	MAPK1	physical-association
FOS	MAPK10	association
FOS	MAPK3	physical-association
FOS	MAPK8	association
FOS	MAPK9	association
FOXH1	SMAD2	physical-association
FOXH1	SMAD3	physical-association
FOXH1	SMAD4	physical-association
FOXO1	PDX1	association
FOXO3	SMAD2	physical-association
FOXO3	SMAD3	physical-association
FOXO3	SMAD4	physical-association
FOXP1	MIR1-1	association
FPR1	IL8	physical-association
FPR1	PIK3R5	association
FPR2	IL8	physical-association
FPR2	PIK3CA	association
FPR2	PIK3R5	association
FPR3	IL8	physical-association
FPR3	PIK3R5	association
FRAT1	GSK3B	physical-association
FRAT2	GSK3B	physical-association
FRS2	GAB1	physical-association
FRS2	GRB2	physical-association
FRS2	HRAS	physical-association
FRS2	KRAS	physical-association
FRS2	MAPK1	physical-association
FRS2	NRAS	physical-association
FRS2	NTRK1	physical-association
FRS2	PDPK1	association
FRS2	PIK3CA	physical-association
FRS2	PIK3R2	physical-association
FRS2	PLCG1	physical-association
FRS2	PTPN11	physical-association
FRS2	RAP1A	physical-association
FRS2	RAPGEF1	physical-association
FRS2	SOS1	physical-association
FRS3	GAB1	association
FRS3	GRB2	physical-association
FRS3	HRAS	physical-association
FRS3	KRAS	physical-association
FRS3	NRAS	physical-association
FRS3	PTPN11	physical-association
FRS3	SOS1	physical-association
FSHB	PIK3R5	association
FSHR	PIK3R5	association
FURIN	ITGA5	association
FURIN	ITGB1	association
FURIN	ITGB3	association
FURIN	MMP16	physical-association
FURIN	NOTCH1	physical-association
FURIN	PDGFA	association
FURIN	PDGFB	association
FURIN	TGFB1	physical-association
FURIN	THBS1	association
FUS	GTF2F1	physical-association
FUS	GTF2F2	physical-association
FUS	HNRNPA0	physical-association
FUS	HNRNPA1	physical-association
FUS	HNRNPA2B1	physical-association
FUS	HNRNPA3	physical-association
FUS	HNRNPC	physical-association
FUS	HNRNPD	physical-association
FUS	HNRNPF	physical-association
FUS	HNRNPH1	physical-association
FUS	HNRNPH2	physical-association
FUS	HNRNPK	physical-association
FUS	HNRNPL	physical-association
FUS	HNRNPM	physical-association
FUS	HNRNPR	physical-association
FUS	HNRNPU	physical-association
FUS	HNRNPUL1	physical-association
FUS	HSPA8	physical-association
FUS	LSM2	physical-association
FUS	MAGOH	physical-association
FUS	NCBP1	physical-association
FUS	NCBP2	physical-association
FUS	NFX1	physical-association
FUS	NHP2L1	physical-association
FUS	NUDT21	physical-association
FUS	PABPN1	physical-association
FUS	PAPOLA	physical-association
FUS	PCBP1	physical-association
FUS	PCBP2	physical-association
FUS	PCF11	physical-association
FUS	PHF5A	physical-association
FUS	PLRG1	physical-association
FUS	POLR2A	physical-association
FUS	POLR2B	physical-association
FUS	POLR2C	physical-association
FUS	POLR2D	physical-association
FUS	POLR2E	physical-association
FUS	POLR2F	physical-association
FUS	POLR2G	physical-association
FUS	POLR2H	physical-association
FUS	POLR2I	physical-association
FUS	POLR2J	physical-association
FUS	POLR2K	physical-association
FUS	POLR2L	physical-association
FUS	PRPF19	physical-association
FUS	PRPF4	physical-association
FUS	PRPF6	physical-association
FUS	PRPF8	physical-association
FUS	PTBP1	physical-association
FUS	RBM5	physical-association
FUS	RBM8A	physical-association
FUS	RBMX	physical-association
FUS	RNPS1	physical-association
FUS	SF3A1	physical-association
FUS	SF3A2	physical-association
FUS	SF3A3	physical-association
FUS	SF3B1	physical-association
FUS	SF3B14	physical-association
FUS	SF3B2	physical-association
FUS	SF3B3	physical-association
FUS	SF3B4	physical-association
FUS	SF3B5	physical-association
FUS	SMC1A	physical-association
FUS	SNRNP200	physical-association
FUS	SNRNP40	physical-association
FUS	SNRNP70	physical-association
FUS	SNRPA	physical-association
FUS	SNRPA1	physical-association
FUS	SNRPB	physical-association
FUS	SNRPB2	physical-association
FUS	SNRPD1	physical-association
FUS	SNRPD2	physical-association
FUS	SNRPD3	physical-association
FUS	SNRPE	physical-association
FUS	SNRPF	physical-association
FUS	SNRPG	physical-association
FUS	SRRM1	physical-association
FUS	SRSF1	physical-association
FUS	SRSF11	physical-association
FUS	SRSF2	physical-association
FUS	SRSF3	physical-association
FUS	SRSF4	physical-association
FUS	SRSF5	physical-association
FUS	SRSF6	physical-association
FUS	SRSF7	physical-association
FUS	SRSF9	physical-association
FUS	SUGP1	physical-association
FUS	TXNL4A	physical-association
FUS	U2AF1	physical-association
FUS	U2AF2	physical-association
FUS	UPF3B	physical-association
FUS	YBX1	physical-association
FYB	LCK	association
FYB	SRC	association
FYN	GAB2	physical-association
FYN	GRB2	physical-association
FYN	GSK3B	physical-association
FYN	HRAS	physical-association
FYN	HSP90AA1	association
FYN	KIT	physical-association
FYN	KRAS	physical-association
FYN	LCK	physical-association
FYN	LYN	physical-association
FYN	MAPKAPK2	association
FYN	MET	association
FYN	NRAS	physical-association
FYN	NRP1	physical-association
FYN	PDPK1	association
FYN	PIK3CA	physical-association
FYN	PIK3R2	physical-association
FYN	PIK3R5	association
FYN	PLCG1	physical-association
FYN	PTK2	physical-association
FYN	PTPN11	physical-association
FYN	RAC1	physical-association
FYN	RHOA	physical-association
FYN	ROCK1	association
FYN	SHC1	physical-association
FYN	SOS1	physical-association
FYN	SRC	physical-association
FYN	STAT1	physical-association
FYN	STAT3	physical-association
FYN	STAT5A	physical-association
FYN	SYK	physical-association
FYN	TLN1	association
FYN	VEGFA	physical-association
FZD1	GSK3B	physical-association
FZD1	RAC1	association
FZD10	WNT16	association
FZD2	GSK3B	physical-association
FZD3	FZD5	association
FZD3	GNAO1	physical-association
FZD3	GNAT2	physical-association
FZD3	GNB1	physical-association
FZD3	GNG2	physical-association
FZD3	MIR31	association
FZD3	PDE6A	association
FZD3	PDE6B	association
FZD3	PDE6G	association
FZD3	SCRIB	physical-association
FZD3	VANGL2	physical-association
FZD4	WNT3	physical-association
FZD5	GSK3B	physical-association
FZD5	WNT3	physical-association
FZD7	RAC1	association
FZD7	WNT3	physical-association
FZD8	WNT3	physical-association
FZR1	IL6	association
FZR1	IL8	association
FZR1	PCNA	association
FZR1	PSMC1	association
FZR1	SKP2	physical-association
G0S2	NCOR1	association
G0S2	RXRA	association
G0S2	SIN3A	association
GAB1	GRB2	physical-association
GAB1	HBEGF	association
GAB1	HSP90AA1	physical-association
GAB1	KL	physical-association
GAB1	KLB	physical-association
GAB1	MET	association
GAB1	NRG1	association
GAB1	NRG2	association
GAB1	NRG4	association
GAB1	PAG1	physical-association
GAB1	PDPK1	association
GAB1	PIK3CA	physical-association
GAB1	PIK3CB	physical-association
GAB1	PIK3R1	physical-association
GAB1	PIK3R2	physical-association
GAB1	PIK3R5	association
GAB1	PTPN11	physical-association
GAB1	PXN	physical-association
GAB1	SRC	physical-association
GAB1	THEM4	association
GAB1	TRIB3	association
GAB2	GRB2	physical-association
GAB2	IGHE	physical-association
GAB2	IGHV	physical-association
GAB2	IGHV1-46	physical-association
GAB2	IGHV3-23	physical-association
GAB2	IGHV7-81	physical-association
GAB2	IGKC	physical-association
GAB2	IGKV1-39	physical-association
GAB2	IGKV1-5	physical-association
GAB2	IGKV1D-16	physical-association
GAB2	IGKV2-30	physical-association
GAB2	IGKV3-11	physical-association
GAB2	IGKV3-15	physical-association
GAB2	IGKV3-20	physical-association
GAB2	IGKV3-7	physical-association
GAB2	IGKV4-1	physical-association
GAB2	IGKV5-2	physical-association
GAB2	IGKVA18	physical-association
GAB2	IGLC1	physical-association
GAB2	IGLC2	physical-association
GAB2	IGLC3	physical-association
GAB2	IGLC6	physical-association
GAB2	IGLC7	physical-association
GAB2	IGLV	physical-association
GAB2	IGLV1-36	physical-association
GAB2	IGLV1-40	physical-association
GAB2	IGLV1-44	physical-association
GAB2	IGLV1-51	physical-association
GAB2	IGLV10-54	physical-association
GAB2	IGLV11-55	physical-association
GAB2	IGLV2-11	physical-association
GAB2	IGLV2-18	physical-association
GAB2	IGLV2-23	physical-association
GAB2	IGLV2-33	physical-association
GAB2	IGLV3-12	physical-association
GAB2	IGLV3-16	physical-association
GAB2	IGLV3-22	physical-association
GAB2	IGLV3-25	physical-association
GAB2	IGLV3-27	physical-association
GAB2	IGLV4-3	physical-association
GAB2	IGLV4-60	physical-association
GAB2	IGLV4-69	physical-association
GAB2	IGLV5-37	physical-association
GAB2	IGLV5-45	physical-association
GAB2	IGLV7-43	physical-association
GAB2	IGLV7-46	physical-association
GAB2	IGLV8-61	physical-association
GAB2	IL2	physical-association
GAB2	IL2RA	physical-association
GAB2	IL2RB	physical-association
GAB2	IL2RG	physical-association
GAB2	IL3	physical-association
